Timestamp,Symbol,Action,EntryPrice,StopLoss,TakeProfit,ResultCode
2025-07-19 22:09:51.559701,BTCUSDm,buy,118095.46,118095.45800000001,118095.464,10027
2025-07-19 22:10:01.571534,BTCUSDm,buy,118091.74,118091.73800000001,118091.744,10027
2025-07-19 22:10:11.580434,BTCUSDm,buy,118042.0,118041.998,118042.004,10027
2025-07-19 22:10:21.592346,BTCUSDm,buy,118052.62,118052.618,118052.624,10027
2025-07-19 22:10:31.648103,BTCUSDm,buy,118055.93,118055.928,118055.934,10027
