open,high,low,close,volume,date
211.39,211.39,211.39,211.39,211.0,2004-01-29 05:45:00
211.11,211.11,211.11,211.11,211.0,2004-02-02 05:45:00
211.35,211.35,211.35,211.35,211.0,2004-02-03 05:45:00
211.43,211.43,211.43,211.43,211.0,2004-02-04 05:45:00
211.28,211.28,211.28,211.28,211.0,2004-02-05 05:45:00
211.48,211.48,211.48,211.48,211.0,2004-02-06 05:45:00
211.18,211.18,211.18,211.18,211.0,2004-02-09 05:45:00
211.07,211.07,211.07,211.07,211.0,2004-02-10 05:45:00
211.17,211.17,211.17,211.17,211.0,2004-02-11 05:45:00
211.31,211.31,211.31,211.31,211.0,2004-02-12 05:45:00
210.54,210.54,210.54,210.54,211.0,2004-02-13 05:45:00
210.69,210.69,210.69,210.69,211.0,2004-02-16 05:45:00
210.6,210.6,210.6,210.6,211.0,2004-02-17 05:45:00
210.56,210.56,210.56,210.56,211.0,2004-02-20 05:45:00
210.45,210.45,210.45,210.45,210.0,2004-02-23 05:45:00
210.04,210.04,210.04,210.04,210.0,2004-02-25 05:45:00
209.15,209.15,209.15,209.15,209.0,2004-02-26 05:45:00
208.87,208.87,208.87,208.87,209.0,2004-02-27 05:45:00
208.68,208.68,208.68,208.68,209.0,2004-03-01 05:45:00
208.75,208.75,208.75,208.75,209.0,2004-03-02 05:45:00
208.82,208.82,208.82,208.82,209.0,2004-03-03 05:45:00
208.76,208.76,208.76,208.76,209.0,2004-03-04 05:45:00
208.41,208.41,208.41,208.41,208.0,2004-03-05 05:45:00
208.09,208.09,208.09,208.09,208.0,2004-03-08 05:45:00
208.26,208.26,208.26,208.26,208.0,2004-03-09 05:45:00
208.07,208.07,208.07,208.07,208.0,2004-03-10 05:45:00
207.73,207.73,207.73,207.73,208.0,2004-03-11 05:45:00
207.8,207.8,207.8,207.8,208.0,2004-03-12 05:45:00
207.85,207.85,207.85,207.85,208.0,2004-03-15 05:45:00
207.88,207.88,207.88,207.88,208.0,2004-03-16 05:45:00
208.16,208.16,208.16,208.16,208.0,2004-03-17 05:45:00
207.85,207.85,207.85,207.85,208.0,2004-03-18 05:45:00
207.07,207.07,207.07,207.07,207.0,2004-03-19 05:45:00
208.0,208.0,208.0,208.0,208.0,2004-03-22 05:45:00
208.38,208.38,208.38,208.38,208.0,2004-03-23 05:45:00
203.93,203.93,203.93,203.93,204.0,2004-03-24 05:45:00
195.61,195.61,195.61,195.61,196.0,2004-03-25 05:45:00
196.25,196.25,196.25,196.25,196.0,2004-03-26 05:45:00
195.88,195.88,195.88,195.88,196.0,2004-03-29 05:45:00
196.34,196.34,196.34,196.34,196.0,2004-03-31 05:45:00
195.14,195.14,195.14,195.14,195.0,2004-04-01 05:45:00
195.17,195.17,195.17,195.17,195.0,2004-04-02 05:45:00
196.14,196.14,196.14,196.14,196.0,2004-04-05 05:45:00
197.32,197.32,197.32,197.32,197.0,2004-04-06 05:45:00
198.87,198.87,198.87,198.87,199.0,2004-04-07 05:45:00
199.41,199.41,199.41,199.41,199.0,2004-04-08 05:45:00
199.53,199.53,199.53,199.53,200.0,2004-04-09 05:45:00
201.22,201.22,201.22,201.22,201.0,2004-04-12 05:45:00
202.94,202.94,202.94,202.94,203.0,2004-04-14 05:45:00
202.1,202.1,202.1,202.1,202.0,2004-04-15 05:45:00
202.45,202.45,202.45,202.45,202.0,2004-04-16 05:45:00
202.72,202.72,202.72,202.72,203.0,2004-04-19 05:45:00
203.05,203.05,203.05,203.05,203.0,2004-04-20 05:45:00
203.16,203.16,203.16,203.16,203.0,2004-04-21 05:45:00
203.76,203.76,203.76,203.76,204.0,2004-04-22 05:45:00
204.06,204.06,204.06,204.06,204.0,2004-04-23 05:45:00
204.38,204.38,204.38,204.38,204.0,2004-04-26 05:45:00
204.6,204.6,204.6,204.6,205.0,2004-04-27 05:45:00
204.55,204.55,204.55,204.55,205.0,2004-04-28 05:45:00
205.26,205.26,205.26,205.26,205.0,2004-04-29 05:45:00
205.22,205.22,205.22,205.22,205.0,2004-04-30 05:45:00
205.07,205.07,205.07,205.07,205.0,2004-05-03 05:45:00
201.0,201.0,201.0,201.0,201.0,2004-05-05 05:45:00
201.12,201.12,201.12,201.12,201.0,2004-05-06 05:45:00
201.27,201.27,201.27,201.27,201.0,2004-05-07 05:45:00
201.49,201.49,201.49,201.49,201.0,2004-05-10 05:45:00
201.54,201.54,201.54,201.54,202.0,2004-05-11 05:45:00
202.1,202.1,202.1,202.1,202.0,2004-05-12 05:45:00
204.35,204.35,204.35,204.35,204.0,2004-05-13 05:45:00
204.41,204.41,204.41,204.41,204.0,2004-05-14 05:45:00
204.8,204.8,204.8,204.8,205.0,2004-05-17 05:45:00
205.1,205.1,205.1,205.1,205.0,2004-05-18 05:45:00
205.02,205.02,205.02,205.02,205.0,2004-05-19 05:45:00
205.29,205.29,205.29,205.29,205.0,2004-05-20 05:45:00
205.13,205.13,205.13,205.13,205.0,2004-05-21 05:45:00
205.58,205.58,205.58,205.58,206.0,2004-05-24 05:45:00
206.12,206.12,206.12,206.12,206.0,2004-05-25 05:45:00
206.25,206.25,206.25,206.25,206.0,2004-05-26 05:45:00
206.9,206.9,206.9,206.9,207.0,2004-05-27 05:45:00
204.04,204.04,204.04,204.04,204.0,2004-05-28 05:45:00
207.41,207.41,207.41,207.41,207.0,2004-05-31 05:45:00
205.25,205.25,205.25,205.25,205.0,2004-06-01 05:45:00
208.53,208.53,208.53,208.53,209.0,2004-06-02 05:45:00
209.14,209.14,209.14,209.14,209.0,2004-06-03 05:45:00
209.49,209.49,209.49,209.49,209.0,2004-06-04 05:45:00
210.46,210.46,210.46,210.46,210.0,2004-06-07 05:45:00
211.75,211.75,211.75,211.75,212.0,2004-06-08 05:45:00
214.27,214.27,214.27,214.27,214.0,2004-06-09 05:45:00
216.75,216.75,216.75,216.75,217.0,2004-06-10 05:45:00
216.42,216.42,216.42,216.42,216.0,2004-06-11 05:45:00
213.12,213.12,213.12,213.12,213.0,2004-06-14 05:45:00
211.31,211.31,211.31,211.31,211.0,2004-06-15 05:45:00
211.45,211.45,211.45,211.45,211.0,2004-06-16 05:45:00
211.51,211.51,211.51,211.51,212.0,2004-06-21 05:45:00
213.25,213.25,213.25,213.25,213.0,2004-06-22 05:45:00
215.1,215.1,215.1,215.1,215.0,2004-06-23 05:45:00
216.51,216.51,216.51,216.51,217.0,2004-06-24 05:45:00
217.46,217.46,217.46,217.46,217.0,2004-06-25 05:45:00
217.41,217.41,217.41,217.41,217.0,2004-06-28 05:45:00
217.72,217.72,217.72,217.72,218.0,2004-06-29 05:45:00
218.65,218.65,218.65,218.65,219.0,2004-06-30 05:45:00
219.41,219.41,219.41,219.41,219.0,2004-07-01 05:45:00
220.75,220.75,220.75,220.75,221.0,2004-07-02 05:45:00
225.15,225.15,225.15,225.15,225.0,2004-07-05 05:45:00
227.83,227.83,227.83,227.83,228.0,2004-07-06 05:45:00
226.88,226.88,226.88,226.88,227.0,2004-07-08 05:45:00
226.3,226.3,226.3,226.3,226.0,2004-07-09 05:45:00
226.16,226.16,226.16,226.16,226.0,2004-07-12 05:45:00
226.42,226.42,226.42,226.42,226.0,2004-07-13 05:45:00
226.61,226.61,226.61,226.61,227.0,2004-07-14 05:45:00
222.04,222.04,222.04,222.04,222.0,2004-07-15 05:45:00
222.65,222.65,222.65,222.65,223.0,2004-07-16 05:45:00
223.45,223.45,223.45,223.45,223.0,2004-07-19 05:45:00
224.41,224.41,224.41,224.41,224.0,2004-07-20 05:45:00
224.42,224.42,224.42,224.42,224.0,2004-07-21 05:45:00
223.42,223.42,223.42,223.42,223.0,2004-07-22 05:45:00
224.09,224.09,224.09,224.09,224.0,2004-07-23 05:45:00
224.63,224.63,224.63,224.63,225.0,2004-07-27 05:45:00
224.91,224.91,224.91,224.91,225.0,2004-07-28 05:45:00
225.52,225.52,225.52,225.52,226.0,2004-07-29 05:45:00
226.72,226.72,226.72,226.72,227.0,2004-07-30 05:45:00
227.3,227.3,227.3,227.3,227.0,2004-08-02 05:45:00
228.77,228.77,228.77,228.77,229.0,2004-08-03 05:45:00
230.2,230.2,230.2,230.2,230.0,2004-08-04 05:45:00
231.13,231.13,231.13,231.13,231.0,2004-08-05 05:45:00
232.39,232.39,232.39,232.39,232.0,2004-08-06 05:45:00
232.53,232.53,232.53,232.53,233.0,2004-08-09 05:45:00
233.46,233.46,233.46,233.46,233.0,2004-08-10 05:45:00
235.7,235.7,235.7,235.7,236.0,2004-08-11 05:45:00
236.76,236.76,236.76,236.76,237.0,2004-08-12 05:45:00
239.55,239.55,239.55,239.55,240.0,2004-08-13 05:45:00
241.51,241.51,241.51,241.51,242.0,2004-08-16 05:45:00
241.63,241.63,241.63,241.63,242.0,2004-08-17 05:45:00
241.22,241.22,241.22,241.22,241.0,2004-08-18 05:45:00
239.1,239.1,239.1,239.1,239.0,2004-08-19 05:45:00
237.43,237.43,237.43,237.43,237.0,2004-08-20 05:45:00
236.27,236.27,236.27,236.27,236.0,2004-08-23 05:45:00
234.02,234.02,234.02,234.02,234.0,2004-08-24 05:45:00
235.81,235.81,235.81,235.81,236.0,2004-08-25 05:45:00
237.01,237.01,237.01,237.01,237.0,2004-08-26 05:45:00
237.81,237.81,237.81,237.81,238.0,2004-08-27 05:45:00
237.43,237.43,237.43,237.43,237.0,2004-08-31 05:45:00
235.61,235.61,235.61,235.61,236.0,2004-09-07 05:45:00
234.07,234.07,234.07,234.07,234.0,2004-09-08 05:45:00
231.78,231.78,231.78,231.78,232.0,2004-09-09 05:45:00
231.29,231.29,231.29,231.29,231.0,2004-09-10 05:45:00
230.9,230.9,230.9,230.9,231.0,2004-09-13 05:45:00
229.99,229.99,229.99,229.99,230.0,2004-09-14 05:45:00
230.72,230.72,230.72,230.72,231.0,2004-09-15 05:45:00
234.58,234.58,234.58,234.58,235.0,2004-09-16 05:45:00
237.22,237.22,237.22,237.22,237.0,2004-09-17 05:45:00
236.83,236.83,236.83,236.83,237.0,2004-09-20 05:45:00
235.45,235.45,235.45,235.45,235.0,2004-09-21 05:45:00
234.12,234.12,234.12,234.12,234.0,2004-09-22 05:45:00
233.46,233.46,233.46,233.46,233.0,2004-09-23 05:45:00
233.42,233.42,233.42,233.42,233.0,2004-09-24 05:45:00
233.05,233.05,233.05,233.05,233.0,2004-09-28 05:45:00
233.64,233.64,233.64,233.64,234.0,2004-09-29 05:45:00
234.11,234.11,234.11,234.11,234.0,2004-09-30 05:45:00
233.99,233.99,233.99,233.99,234.0,2004-10-01 05:45:00
234.09,234.09,234.09,234.09,234.0,2004-10-04 05:45:00
234.0,234.0,234.0,234.0,234.0,2004-10-05 05:45:00
234.14,234.14,234.14,234.14,234.0,2004-10-06 05:45:00
233.92,233.92,233.92,233.92,234.0,2004-10-07 05:45:00
233.81,233.81,233.81,233.81,234.0,2004-10-08 05:45:00
233.73,233.73,233.73,233.73,234.0,2004-10-11 05:45:00
232.37,232.37,232.37,232.37,232.0,2004-10-12 05:45:00
232.29,232.29,232.29,232.29,232.0,2004-10-13 05:45:00
231.31,231.31,231.31,231.31,231.0,2004-10-14 05:45:00
231.81,231.81,231.81,231.81,232.0,2004-10-18 05:45:00
232.36,232.36,232.36,232.36,232.0,2004-10-19 05:45:00
232.0,232.0,232.0,232.0,232.0,2004-10-26 05:45:00
232.06,232.06,232.06,232.06,232.0,2004-10-27 05:45:00
232.13,232.13,232.13,232.13,232.0,2004-10-28 05:45:00
232.44,232.44,232.44,232.44,232.0,2004-10-29 05:45:00
232.88,232.88,232.88,232.88,233.0,2004-11-01 05:45:00
233.54,233.54,233.54,233.54,234.0,2004-11-02 05:45:00
233.6,233.6,233.6,233.6,234.0,2004-11-03 05:45:00
232.76,232.76,232.76,232.76,233.0,2004-11-04 05:45:00
232.41,232.41,232.41,232.41,232.0,2004-11-05 05:45:00
232.35,232.35,232.35,232.35,232.0,2004-11-09 05:45:00
233.83,233.83,233.83,233.83,234.0,2004-11-10 05:45:00
234.77,234.77,234.77,234.77,235.0,2004-11-11 05:45:00
235.08,235.08,235.08,235.08,235.0,2004-11-15 05:45:00
235.37,235.37,235.37,235.37,235.0,2004-11-16 05:45:00
236.13,236.13,236.13,236.13,236.0,2004-11-17 05:45:00
237.24,237.24,237.24,237.24,237.0,2004-11-18 05:45:00
238.01,238.01,238.01,238.01,238.0,2004-11-19 05:45:00
239.2,239.2,239.2,239.2,239.0,2004-11-22 05:45:00
240.4,240.4,240.4,240.4,240.0,2004-11-23 05:45:00
241.27,241.27,241.27,241.27,241.0,2004-11-24 05:45:00
241.57,241.57,241.57,241.57,242.0,2004-11-25 05:45:00
241.6,241.6,241.6,241.6,242.0,2004-11-26 05:45:00
241.04,241.04,241.04,241.04,241.0,2004-11-29 05:45:00
238.92,238.92,238.92,238.92,239.0,2004-11-30 05:45:00
237.41,237.41,237.41,237.41,237.0,2004-12-01 05:45:00
237.97,237.97,237.97,237.97,238.0,2004-12-02 05:45:00
237.62,237.62,237.62,237.62,238.0,2004-12-03 05:45:00
237.68,237.68,237.68,237.68,238.0,2004-12-06 05:45:00
238.1,238.1,238.1,238.1,238.0,2004-12-07 05:45:00
235.63,235.63,235.63,235.63,236.0,2004-12-08 05:45:00
236.52,236.52,236.52,236.52,237.0,2004-12-09 05:45:00
236.71,236.71,236.71,236.71,237.0,2004-12-10 05:45:00
236.95,236.95,236.95,236.95,237.0,2004-12-13 05:45:00
236.75,236.75,236.75,236.75,237.0,2004-12-14 05:45:00
236.38,236.38,236.38,236.38,236.0,2004-12-15 05:45:00
237.03,237.03,237.03,237.03,237.0,2004-12-16 05:45:00
237.53,237.53,237.53,237.53,238.0,2004-12-17 05:45:00
237.99,237.99,237.99,237.99,238.0,2004-12-20 05:45:00
238.47,238.47,238.47,238.47,238.0,2004-12-21 05:45:00
238.2,238.2,238.2,238.2,238.0,2004-12-22 05:45:00
238.17,238.17,238.17,238.17,238.0,2004-12-23 05:45:00
238.81,238.81,238.81,238.81,239.0,2004-12-24 05:45:00
239.24,239.24,239.24,239.24,239.0,2004-12-27 05:45:00
239.41,239.41,239.41,239.41,239.0,2004-12-28 05:45:00
238.3,238.3,238.3,238.3,238.0,2004-12-29 05:45:00
238.32,238.32,238.32,238.32,238.0,2004-12-30 05:45:00
238.29,238.29,238.29,238.29,238.0,2004-12-31 05:45:00
